"URI","Title","RecordId","Coin Type URI","From Date","To Date","Artist","Authority","Coin Type","Degree","Deity","Denomination","Department","Dynasty","Engraver","Issuer","Maker","Manufacture","Material","Mint","Object Type","Place of Production","Place of Issue","Place of Cataloging Relevance","Portrait","Reference","Region","SubjectEvent","SubjectIssuer","SubjectPerson","SubjectPlace","State","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Date on Object","Ah","Axis","Diameter (in mm)","Weight (in gr.)","Thumbnail_obv","Thumbnail_rev","Date Record Modified"
"http://numismatics.org/collection/1944.100.81511","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81511","1944.100.81511","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","1","33.0","16.68","https://numismatics.org/collectionimages/19001949/1944/1944.100.81511.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81511.rev.width175.jpg","2022-09-01T02:05:51Z"
"http://numismatics.org/collection/1944.100.81512","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81512","1944.100.81512","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","36.0","16.58","https://numismatics.org/collectionimages/19001949/1944/1944.100.81512.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81512.rev.width175.jpg","2022-09-01T02:05:51Z"
"http://numismatics.org/collection/1944.100.81513","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81513","1944.100.81513","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","38.0","16.89","https://numismatics.org/collectionimages/19001949/1944/1944.100.81513.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81513.rev.width175.jpg","2022-09-01T02:05:51Z"
"http://numismatics.org/collection/1944.100.81514","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81514","1944.100.81514","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","35.0","16.45","https://numismatics.org/collectionimages/19001949/1944/1944.100.81514.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81514.rev.width175.jpg","2022-09-01T02:05:52Z"
"http://numismatics.org/collection/1944.100.81515","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81515","1944.100.81515","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","35.0","16.98","https://numismatics.org/collectionimages/19001949/1944/1944.100.81515.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81515.rev.width175.jpg","2022-09-01T02:05:52Z"
"http://numismatics.org/collection/1944.100.81516","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81516","1944.100.81516","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","32.0","16.49","https://numismatics.org/collectionimages/19001949/1944/1944.100.81516.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81516.rev.width175.jpg","2022-09-01T02:05:52Z"
"http://numismatics.org/collection/1944.100.81517","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81517","1944.100.81517","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","34.0","16.73","https://numismatics.org/collectionimages/19001949/1944/1944.100.81517.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81517.rev.width175.jpg","2022-09-01T02:05:52Z"
"http://numismatics.org/collection/1944.100.81518","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81518","1944.100.81518","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","36.0","16.56","https://numismatics.org/collectionimages/19001949/1944/1944.100.81518.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81518.rev.width175.jpg","2022-09-01T02:05:52Z"
"http://numismatics.org/collection/1944.100.81519","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81519","1944.100.81519","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","33.0","16.61","https://numismatics.org/collectionimages/19001949/1944/1944.100.81519.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81519.rev.width175.jpg","2022-09-01T02:05:52Z"
"http://numismatics.org/collection/1944.100.81520","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81520","1944.100.81520","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","32.0","15.92","https://numismatics.org/collectionimages/19001949/1944/1944.100.81520.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81520.rev.width175.jpg","2022-09-01T02:05:53Z"
"http://numismatics.org/collection/1944.100.81521","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81521","1944.100.81521","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","34.0","15.3","https://numismatics.org/collectionimages/19001949/1944/1944.100.81521.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81521.rev.width175.jpg","2022-09-01T02:05:53Z"
"http://numismatics.org/collection/1944.100.81522","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81522","1944.100.81522","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","34.0","15.52","https://numismatics.org/collectionimages/19001949/1944/1944.100.81522.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81522.rev.width175.jpg","2022-09-01T02:05:53Z"
"http://numismatics.org/collection/1944.100.81523","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81523","1944.100.81523","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","32.0","16.65","https://numismatics.org/collectionimages/19001949/1944/1944.100.81523.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81523.rev.width175.jpg","2022-09-01T02:05:53Z"
"http://numismatics.org/collection/1944.100.81524","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81524","1944.100.81524","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","35.0","14.37","https://numismatics.org/collectionimages/19001949/1944/1944.100.81524.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81524.rev.width175.jpg","2022-09-01T02:05:53Z"
"http://numismatics.org/collection/1944.100.81525","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81525","1944.100.81525","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","35.0","16.57","https://numismatics.org/collectionimages/19001949/1944/1944.100.81525.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81525.rev.width175.jpg","2022-09-01T02:05:54Z"
"http://numismatics.org/collection/1944.100.81526","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81526","1944.100.81526","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","32.0","15.82","https://numismatics.org/collectionimages/19001949/1944/1944.100.81526.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81526.rev.width175.jpg","2022-09-01T02:05:54Z"
"http://numismatics.org/collection/1944.100.81527","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81527","1944.100.81527","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","33.0","16.33","https://numismatics.org/collectionimages/19001949/1944/1944.100.81527.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81527.rev.width175.jpg","2022-09-01T02:05:54Z"
"http://numismatics.org/collection/1944.100.81528","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81528","1944.100.81528","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","3.0","16.5","https://numismatics.org/collectionimages/19001949/1944/1944.100.81528.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81528.rev.width175.jpg","2022-09-01T02:05:54Z"
"http://numismatics.org/collection/1944.100.81529","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81529","1944.100.81529","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","1","35.0","16.24","https://numismatics.org/collectionimages/19001949/1944/1944.100.81529.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81529.rev.width175.jpg","2022-09-01T02:05:54Z"
"http://numismatics.org/collection/1944.100.81530","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81530","1944.100.81530","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","33.0","15.72","https://numismatics.org/collectionimages/19001949/1944/1944.100.81530.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81530.rev.width175.jpg","2022-09-01T02:05:54Z"
"http://numismatics.org/collection/1944.100.81531","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81531","1944.100.81531","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","34.0","15.79","https://numismatics.org/collectionimages/19001949/1944/1944.100.81531.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81531.rev.width175.jpg","2022-09-01T02:05:55Z"
"http://numismatics.org/collection/1944.100.81532","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81532","1944.100.81532","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","32.0","16.84","https://numismatics.org/collectionimages/19001949/1944/1944.100.81532.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81532.rev.width175.jpg","2022-09-01T02:05:55Z"
"http://numismatics.org/collection/1944.100.81533","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81533","1944.100.81533","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","35.0","14.04","https://numismatics.org/collectionimages/19001949/1944/1944.100.81533.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81533.rev.width175.jpg","2022-09-01T02:05:55Z"
"http://numismatics.org/collection/1944.100.81534","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81534","1944.100.81534","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","32.0","16.48","https://numismatics.org/collectionimages/19001949/1944/1944.100.81534.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81534.rev.width175.jpg","2022-09-01T02:05:55Z"
"http://numismatics.org/collection/1944.100.81535","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81535","1944.100.81535","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","1","35.0","13.84","https://numismatics.org/collectionimages/19001949/1944/1944.100.81535.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81535.rev.width175.jpg","2022-09-01T02:05:55Z"
"http://numismatics.org/collection/1944.100.81536","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81536","1944.100.81536","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","34.0","16.45","https://numismatics.org/collectionimages/19001949/1944/1944.100.81536.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81536.rev.width175.jpg","2022-09-01T02:05:56Z"
"http://numismatics.org/collection/1944.100.81537","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81537","1944.100.81537","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","33.0","15.52","https://numismatics.org/collectionimages/19001949/1944/1944.100.81537.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81537.rev.width175.jpg","2022-09-01T02:05:56Z"
"http://numismatics.org/collection/1944.100.81538","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81538","1944.100.81538","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","35.0","16.73","https://numismatics.org/collectionimages/19001949/1944/1944.100.81538.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81538.rev.width175.jpg","2022-09-01T02:05:56Z"
"http://numismatics.org/collection/1944.100.81539","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81539","1944.100.81539","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","33.0","16.55","https://numismatics.org/collectionimages/19001949/1944/1944.100.81539.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81539.rev.width175.jpg","2022-09-01T02:05:56Z"
"http://numismatics.org/collection/1944.100.81540","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81540","1944.100.81540","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","2","35.0","16.35","https://numismatics.org/collectionimages/19001949/1944/1944.100.81540.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81540.rev.width175.jpg","2022-09-01T02:05:57Z"
"http://numismatics.org/collection/1944.100.81541","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81541","1944.100.81541","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","32.0","16.08","https://numismatics.org/collectionimages/19001949/1944/1944.100.81541.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81541.rev.width175.jpg","2022-09-01T02:05:57Z"
"http://numismatics.org/collection/1944.100.81542","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81542","1944.100.81542","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","1","32.0","16.46","https://numismatics.org/collectionimages/19001949/1944/1944.100.81542.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81542.rev.width175.jpg","2022-09-01T02:05:57Z"
"http://numismatics.org/collection/1944.100.81543","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81543","1944.100.81543","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","36.0","14.6","https://numismatics.org/collectionimages/19001949/1944/1944.100.81543.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81543.rev.width175.jpg","2022-09-01T02:05:57Z"
"http://numismatics.org/collection/1944.100.81544","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81544","1944.100.81544","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","11","35.0","15.27","https://numismatics.org/collectionimages/19001949/1944/1944.100.81544.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81544.rev.width175.jpg","2022-09-01T02:05:57Z"
"http://numismatics.org/collection/1944.100.81545","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81545","1944.100.81545","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","1","36.0","14.55","https://numismatics.org/collectionimages/19001949/1944/1944.100.81545.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81545.rev.width175.jpg","2022-09-01T02:05:58Z"
"http://numismatics.org/collection/1944.100.81546","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 1944.100.81546","1944.100.81546","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","1","36.0","14.43","https://numismatics.org/collectionimages/19001949/1944/1944.100.81546.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.81546.rev.width175.jpg","2022-09-01T02:05:58Z"
