"URI","Title","RecordId","Coin Type URI","From Date","To Date","Artist","Authority","Coin Type","Degree","Deity","Denomination","Department","Dynasty","Engraver","Issuer","Maker","Manufacture","Material","Mint","Object Type","Place of Production","Place of Issue","Place of Cataloging Relevance","Portrait","Reference","Region","SubjectEvent","SubjectIssuer","SubjectPerson","SubjectPlace","State","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Date on Object","Ah","Axis","Diameter (in mm)","Weight (in gr.)","Thumbnail_obv","Thumbnail_rev","Date Record Modified"
"http://numismatics.org/collection/0000.999.71332","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 0000.999.71332","0000.999.71332","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","32.0","16.46","https://numismatics.org/collectionimages/00001899/0000/0000.999.71332.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.71332.rev.width175.jpg","2022-08-30T03:08:55Z"
"http://numismatics.org/collection/0000.999.71333","Silver Tetradrachm of Lysimachus, Byzantium, 260 BC - 190 BC. 0000.999.71333","0000.999.71333","","-260","-190","","Lysimachus","","","Athena||Gorgon||Nike","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","","Thrace","","","","","Thrace||Kingdom of Macedonia","","Diademed head of deified Alexander III right, wearing horn of Ammon","ΒΑΣΙΛΕΩΣ/ΛYΣIMAXOΥ","Athena seated left, Nike in right hand, left arm leaning on shield decorated with gorgoneion head boss","","","12","37.0","15.71","","","2022-08-30T03:08:56Z"
"http://numismatics.org/collection/1935.117.153","Bronze Coin of Faustina the Younger, Byzantium, AD 146 - AD 176. 1935.117.153","1935.117.153","","146","176","","Faustina the Younger","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1420/2","Thrace","","","","","","ΦΑΥϹΤΕΙΝΑ ϹΕΒΑϹΤΗ","Faustina II head","ΒΥΖΑΝΤΙΩΝ|ΕΠΙ ΑΙΛ ϹΕΥΗΡΟΥ","dolphin flanked by 2 fish","","","9","","10.63","https://numismatics.org/collectionimages/19001949/1935/1935.117.153.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1935/1935.117.153.rev.width175.jpg","2022-08-30T07:42:08Z"
"http://numismatics.org/collection/1944.100.42276","Bronze Coin of Trebonianus Gallus, Nicaea/Byzantium, AD 251 - AD 253. 1944.100.42276","1944.100.42276","","251","253","","Trebonianus Gallus","","","Tyche","","Greek","","","","","","Bronze","Nicaea||Byzantium","Coin","","","","","RGA 778","Bithynia","","","","","","","Head r.","","Tyche stg. before altar","","","12","","9.03","","","2022-08-31T06:13:18Z"
"http://numismatics.org/collection/1944.100.42277","Bronze Coin of Volusian, Nicaea/Byzantium. 1944.100.42277","1944.100.42277","","","","","Volusian","","","Tyche","","Greek","","","","","","Bronze","Nicaea||Byzantium","Coin","","","","","","Bithynia","","","","","","","Head r.","","Tyche stg. before altar","","","6","","7.32","","","2022-08-31T06:13:18Z"
"http://numismatics.org/collection/1944.100.15584","Silver hemiobol, Byzantium. 1944.100.15584","1944.100.15584","","","","","","","","","hemiobol","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 647","Thrace","","","","","","","cow forepart","","incuse square, 4 part","","","","","0.42","https://numismatics.org/collectionimages/19001949/1944/1944.100.15584.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15584.rev.width175.jpg","2022-08-31T03:04:01Z"
"http://numismatics.org/collection/1944.100.15585","Silver hemiobol, Byzantium. 1944.100.15585","1944.100.15585","","","","","","","","","hemiobol","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 648","Thrace","","","","","","","cow forepart","","incuse square, 4 part","","","","","0.38","https://numismatics.org/collectionimages/19001949/1944/1944.100.15585.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15585.rev.width175.jpg","2022-08-31T03:04:02Z"
"http://numismatics.org/collection/1944.100.15586","Silver drachm, Byzantium. 1944.100.15586","1944.100.15586","","","","","","","","","drachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 99","Thrace","","","","","","","cow, dolphin below","","incuse square, 4 part","","","","","5.11","https://numismatics.org/collectionimages/19001949/1944/1944.100.15586.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15586.rev.width175.jpg","2022-08-31T03:04:02Z"
"http://numismatics.org/collection/1944.100.15587","Silver Tetradrachm, Byzantium. 1944.100.15587","1944.100.15587","","","","","","","","","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 676","Thrace","","","","","","","cow, dolphin below","","incuse square, 4 part, mottled","","","","","13.51","https://numismatics.org/collectionimages/19001949/1944/1944.100.15587.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15587.rev.width175.jpg","2022-08-31T03:04:02Z"
"http://numismatics.org/collection/1944.100.15588","Silver Tetradrachm, Byzantium. 1944.100.15588","1944.100.15588","","","","","","","","","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 697","Thrace","","","","","","","cow, dolphin below","","incuse square, 4 part, mottled","","","","","15.14","https://numismatics.org/collectionimages/19001949/1944/1944.100.15588.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15588.rev.width175.jpg","2022-08-31T03:04:02Z"
"http://numismatics.org/collection/1944.100.15590","Silver drachm, Byzantium. 1944.100.15590","1944.100.15590","","","","","","","","","drachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 70","","","","","","","","cow, dolphin below","","incuse square, 4 part, mottled","","","","","5.35","https://numismatics.org/collectionimages/19001949/1944/1944.100.15590.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15590.rev.width175.jpg","2022-08-31T03:04:04Z"
"http://numismatics.org/collection/1944.100.15591","Silver drachm, Byzantium. 1944.100.15591","1944.100.15591","","","","","","","","","drachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 37","Thrace","","","","","","","cow, dolphin below","","incuse square, 4 part, mottled","","","","","5.35","https://numismatics.org/collectionimages/19001949/1944/1944.100.15591.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15591.rev.width175.jpg","2022-08-31T03:04:04Z"
"http://numismatics.org/collection/1944.100.15592","Silver drachm, Byzantium. 1944.100.15592","1944.100.15592","","","","","","","","","drachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 116","Thrace","","","","","","","cow, dolphin below","","incuse square, 4 part, mottled","","","","","5.38","https://numismatics.org/collectionimages/19001949/1944/1944.100.15592.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15592.rev.width175.jpg","2022-08-31T03:04:04Z"
"http://numismatics.org/collection/1944.100.15593","Silver drachm, Byzantium. 1944.100.15593","1944.100.15593","","","","","","","","","drachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 223","Thrace","","","","","","","cow, dolphin below","","incuse square, 4 part, mottled","","","","","5.34","https://numismatics.org/collectionimages/19001949/1944/1944.100.15593.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15593.rev.width175.jpg","2022-08-31T03:04:05Z"
"http://numismatics.org/collection/1944.100.15594","Silver drachm, Byzantium. 1944.100.15594","1944.100.15594","","","","","","","","","drachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 32","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","5.35","https://numismatics.org/collectionimages/19001949/1944/1944.100.15594.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15594.rev.width175.jpg","2022-08-31T03:04:05Z"
"http://numismatics.org/collection/1944.100.15595","Silver drachm, Byzantium. 1944.100.15595","1944.100.15595","","","","","","","","","drachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 203","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","5.28","https://numismatics.org/collectionimages/19001949/1944/1944.100.15595.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15595.rev.width175.jpg","2022-08-31T03:04:05Z"
"http://numismatics.org/collection/1944.100.15596","Silver hemidrachm, Byzantium. 1944.100.15596","1944.100.15596","","","","","","","","","hemidrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 469","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","2.51","https://numismatics.org/collectionimages/19001949/1944/1944.100.15596.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15596.rev.width175.jpg","2022-08-31T03:04:05Z"
"http://numismatics.org/collection/1944.100.15597","Silver hemidrachm, Byzantium. 1944.100.15597","1944.100.15597","","","","","","","","","hemidrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 374","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","2.52","https://numismatics.org/collectionimages/19001949/1944/1944.100.15597.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15597.rev.width175.jpg","2022-08-31T03:04:06Z"
"http://numismatics.org/collection/1944.100.15598","Silver hemidrachm, Byzantium. 1944.100.15598","1944.100.15598","","","","","","","","","hemidrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 309","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","2.5","https://numismatics.org/collectionimages/19001949/1944/1944.100.15598.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15598.rev.width175.jpg","2022-08-31T03:04:06Z"
"http://numismatics.org/collection/1944.100.15599","Silver fraction, Byzantium. 1944.100.15599","1944.100.15599","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 605","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","1.11","https://numismatics.org/collectionimages/19001949/1944/1944.100.15599.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15599.rev.width175.jpg","2022-08-31T03:04:06Z"
"http://numismatics.org/collection/1944.100.15600","Silver fraction, Byzantium. 1944.100.15600","1944.100.15600","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 416","","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","2.51","https://numismatics.org/collectionimages/19001949/1944/1944.100.15600.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15600.rev.width175.jpg","2022-08-31T03:04:07Z"
"http://numismatics.org/collection/1944.100.15601","Silver fraction, Byzantium. 1944.100.15601","1944.100.15601","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 418","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","2.51","https://numismatics.org/collectionimages/19001949/1944/1944.100.15601.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15601.rev.width175.jpg","2022-08-31T03:04:07Z"
"http://numismatics.org/collection/1944.100.15602","Silver fraction, Byzantium. 1944.100.15602","1944.100.15602","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 385","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","2.54","https://numismatics.org/collectionimages/19001949/1944/1944.100.15602.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15602.rev.width175.jpg","2022-08-31T03:04:07Z"
"http://numismatics.org/collection/1944.100.15603","Silver fraction, Byzantium. 1944.100.15603","1944.100.15603","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 319","Thrace","","","","","","","cow, below dolphin","","incuse square, 4 part, mottled","","","","","2.45","https://numismatics.org/collectionimages/19001949/1944/1944.100.15603.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15603.rev.width175.jpg","2022-08-31T03:04:08Z"
"http://numismatics.org/collection/1944.100.15604","Silver fraction, Byzantium. 1944.100.15604","1944.100.15604","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 765","Thrace","","","","","","","cow, forepart","","trident ornate","","","4","","1.91","https://numismatics.org/collectionimages/19001949/1944/1944.100.15604.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15604.rev.width175.jpg","2022-08-31T03:04:08Z"
"http://numismatics.org/collection/1944.100.15606","Silver fraction, Byzantium. 1944.100.15606","1944.100.15606","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 830","Thrace","","","","","","","cow, forepart","","trident ornate","","","","","1.91","https://numismatics.org/collectionimages/19001949/1944/1944.100.15606.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15606.rev.width175.jpg","2022-08-31T03:04:09Z"
"http://numismatics.org/collection/1944.100.15607","Silver fraction, Byzantium. 1944.100.15607","1944.100.15607","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 784","Thrace","","","","","","","cow, forepart","","trident ornate","","","10","","1.86","https://numismatics.org/collectionimages/19001949/1944/1944.100.15607.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15607.rev.width175.jpg","2022-08-31T03:04:09Z"
"http://numismatics.org/collection/1944.100.15608","Silver fraction, Byzantium. 1944.100.15608","1944.100.15608","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 759/2","Thrace","","","","","","","cow, forepart","","trident ornate","","","","","1.66","https://numismatics.org/collectionimages/19001949/1944/1944.100.15608.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15608.rev.width175.jpg","2022-08-31T03:04:09Z"
"http://numismatics.org/collection/1944.100.15609","Silver fraction, Byzantium. 1944.100.15609","1944.100.15609","","","","","","","","","fraction","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 757","Thrace","","","","","","","cow, forepart","","trident ornate","","","12","","1.89","https://numismatics.org/collectionimages/19001949/1944/1944.100.15609.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15609.rev.width175.jpg","2022-08-31T03:04:09Z"
"http://numismatics.org/collection/1944.100.15611","Silver Tetradrachm, Byzantium. 1944.100.15611","1944.100.15611","","","","","","","","Demeter||Poseidon","Tetradrachm","Greek","","","","","","Silver","Byzantium","Coin","","","","","S -G. 1008","Thrace","","","","","","","Demeter head, veiled","","Poseidon std. on rock, holding trident and aplustre","","","12","28.0","13.88","https://numismatics.org/collectionimages/19001949/1944/1944.100.15611.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15611.rev.width175.jpg","2022-08-31T03:04:10Z"
"http://numismatics.org/collection/1944.100.15619","Bronze Coin, Byzantium. 1944.100.15619","1944.100.15619","","","","","","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 894","Thrace","","","","","","","cow walking","","trident ornate, 2 dolphins","","","1","","2.63","https://numismatics.org/collectionimages/19001949/1944/1944.100.15619.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15619.rev.width175.jpg","2022-08-31T03:04:12Z"
"http://numismatics.org/collection/1944.100.15620","Bronze Coin, Byzantium. 1944.100.15620","1944.100.15620","","","","","","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 891","Thrace","","","","","","","cow walking","","trident ornate, 2 dolphins","","","12","","2.95","https://numismatics.org/collectionimages/19001949/1944/1944.100.15620.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15620.rev.width175.jpg","2022-08-31T03:04:13Z"
"http://numismatics.org/collection/1944.100.15621","Bronze Coin, Byzantium. 1944.100.15621","1944.100.15621","","","","","","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 914","Thrace","","","","","","","cow head","","trident ornate","","","6","","2.82","https://numismatics.org/collectionimages/19001949/1944/1944.100.15621.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15621.rev.width175.jpg","2022-08-31T03:04:13Z"
"http://numismatics.org/collection/1944.100.15622","Bronze Coin, Byzantium. 1944.100.15622","1944.100.15622","","","","","","","","Athena","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 949","Thrace","","","","","","","Athena head","","dolphins, 3","","","3","","2.59","https://numismatics.org/collectionimages/19001949/1944/1944.100.15622.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15622.rev.width175.jpg","2022-08-31T03:04:13Z"
"http://numismatics.org/collection/1944.100.15623","Bronze Coin, Byzantium. 1944.100.15623","1944.100.15623","","","","","","","","Demeter","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 977","Thrace","","","","","","","Demeter head","","cow walking, below dolphin","","","12","","6.36","https://numismatics.org/collectionimages/19001949/1944/1944.100.15623.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15623.rev.width175.jpg","2022-08-31T03:04:13Z"
"http://numismatics.org/collection/1944.100.15624","Bronze Coin, Byzantium. 1944.100.15624","1944.100.15624","","","","","","","","Poseidon","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1047/2","Thrace","","","","","","","Poseidon head","","trident","","","12","","4.95","https://numismatics.org/collectionimages/19001949/1944/1944.100.15624.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15624.rev.width175.jpg","2022-08-31T03:04:13Z"
"http://numismatics.org/collection/1944.100.15625","Bronze Coin, Byzantium. 1944.100.15625","1944.100.15625","","","","","","","","Poseidon","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1074/2","Thrace","","","","","","","Poseidon head","","trident","","","11","","7.1","https://numismatics.org/collectionimages/19001949/1944/1944.100.15625.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15625.rev.width175.jpg","2022-08-31T03:04:14Z"
"http://numismatics.org/collection/1944.100.15626","Bronze Coin, Byzantium. 1944.100.15626","1944.100.15626","","","","","","","","Dionysus||Nike||Poseidon","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1112","Thrace","","","","","","","Dionysus head","","Poseidon stg., holding Nike and trident","","","12","","9.05","https://numismatics.org/collectionimages/19001949/1944/1944.100.15626.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15626.rev.width175.jpg","2022-08-31T03:04:14Z"
"http://numismatics.org/collection/1944.100.15627","Bronze Coin, Byzantium. 1944.100.15627","1944.100.15627","","","","","","","","Dionysus||Nike||Poseidon","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1127","Thrace","","","","","","","Dionysus head","","Poseidon stg., holding Nike and trident","","","","","8.05","https://numismatics.org/collectionimages/19001949/1944/1944.100.15627.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15627.rev.width175.jpg","2022-08-31T03:04:14Z"
"http://numismatics.org/collection/1944.100.15628","Bronze Coin, Byzantium. 1944.100.15628","1944.100.15628","","","","","","","","Demeter","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1187","Thrace","","","","","","","Demeter head, veiled","","cornucopiae","","","12","28.0","9.33","https://numismatics.org/collectionimages/19001949/1944/1944.100.15628.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15628.rev.width175.jpg","2022-08-31T03:04:14Z"
"http://numismatics.org/collection/1944.100.15629","Bronze Coin, Byzantium. 1944.100.15629","1944.100.15629","","","","","","","","Demeter","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1180","Thrace","","","","","","","Demeter head, veiled","","cornucopiae","","","12","28.0","8.18","https://numismatics.org/collectionimages/19001949/1944/1944.100.15629.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15629.rev.width175.jpg","2022-08-31T03:04:14Z"
"http://numismatics.org/collection/1944.100.15630","Bronze Coin, Byzantium. 1944.100.15630","1944.100.15630","","","","","","","","Demeter","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1153","Thrace","","","","","","","Demeter head, veiled","","cornucopiae","","","12","28.0","7.06","https://numismatics.org/collectionimages/19001949/1944/1944.100.15630.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15630.rev.width175.jpg","2022-08-31T03:04:15Z"
"http://numismatics.org/collection/1944.100.15631","Bronze Coin, Byzantium. 1944.100.15631","1944.100.15631","","","","","","","","Demeter","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1194","Thrace","","","","","","","Demeter head, veiled","","cornucopiae","","","12","","5.55","https://numismatics.org/collectionimages/19001949/1944/1944.100.15631.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15631.rev.width175.jpg","2022-08-31T03:04:15Z"
"http://numismatics.org/collection/1944.100.15632","Bronze Coin, Byzantium. 1944.100.15632","1944.100.15632","","","","","","","","Demeter||Poseidon","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1267","","","","","","","","Demeter head","","Poseidon std. on rock","","","11","28.0","8.78","https://numismatics.org/collectionimages/19001949/1944/1944.100.15632.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15632.rev.width175.jpg","2022-08-31T03:04:15Z"
"http://numismatics.org/collection/1944.100.15633","Bronze Coin, Byzantium. 1944.100.15633","1944.100.15633","","","","","","","","Hermes","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 2005/2","Thrace","","","","","","","Hermes head","","caduceus winged","","","1","","0.94","https://numismatics.org/collectionimages/19001949/1944/1944.100.15633.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15633.rev.width175.jpg","2022-08-31T03:04:16Z"
"http://numismatics.org/collection/1944.100.15634","Bronze Coin, Byzantium. 1944.100.15634","1944.100.15634","","","","","","","","Dionysus","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 2121/3","Thrace","","","","","","","Dionysus bust","","grape bunch","","","2","","3.88","https://numismatics.org/collectionimages/19001949/1944/1944.100.15634.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15634.rev.width175.jpg","2022-08-31T03:04:16Z"
"http://numismatics.org/collection/1944.100.15635","Bronze Coin, Byzantium. 1944.100.15635","1944.100.15635","","","","","","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 2033/2","Thrace","","","","","","","Byzas head, helmeted","","prow","","","12","","7.18","https://numismatics.org/collectionimages/19001949/1944/1944.100.15635.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15635.rev.width175.jpg","2022-08-31T03:04:16Z"
"http://numismatics.org/collection/1944.100.15636","Bronze Coin, Byzantium. 1944.100.15636","1944.100.15636","","","","","","","","Artemis","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1962/2","Thrace","","","","","","","Artemis bust","","crescent and star","","","6","","3.81","https://numismatics.org/collectionimages/19001949/1944/1944.100.15636.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15636.rev.width175.jpg","2022-08-31T03:04:16Z"
"http://numismatics.org/collection/1944.100.15637","Bronze Coin, Byzantium. 1944.100.15637","1944.100.15637","","","","","","","","Artemis","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1942/7","Thrace","","","","","","","Artemis bust","","crescent and star","","","1","","3.58","https://numismatics.org/collectionimages/19001949/1944/1944.100.15637.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15637.rev.width175.jpg","2022-08-31T03:04:16Z"
"http://numismatics.org/collection/1944.100.15638","Bronze Coin, Byzantium. 1944.100.15638","1944.100.15638","","","","","","","","Artemis","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1971/2","Thrace","","","","","","","Artemis bust","","crescent and star","","","6","","4.77","https://numismatics.org/collectionimages/19001949/1944/1944.100.15638.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15638.rev.width175.jpg","2022-08-31T03:04:17Z"
"http://numismatics.org/collection/1944.100.15639","Bronze Coin of Trajan, Byzantium, AD 98 - AD 117. 1944.100.15639","1944.100.15639","","98","117","","Trajan","","","Artemis","","Greek","","","","","","Bronze","Byzantium","Coin","","","","Trajan","S -G. 1931/2","Thrace","","","","","","","Artemis bust","","crescent and star","","","6","","4.43","https://numismatics.org/collectionimages/19001949/1944/1944.100.15639.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15639.rev.width175.jpg","2022-08-31T03:04:17Z"
"http://numismatics.org/collection/1944.100.15640","Bronze Coin of Trajan, Byzantium, AD 98 - AD 117. 1944.100.15640","1944.100.15640","","98","117","","Trajan","","","Apollo","","Greek","","","","","","Bronze","Byzantium","Coin","","","","Trajan","S -G. 1895/2","Thrace","","","","","","","Apollo head","","lyre","","","12","","2.04","https://numismatics.org/collectionimages/19001949/1944/1944.100.15640.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15640.rev.width175.jpg","2022-08-31T03:04:17Z"
"http://numismatics.org/collection/1944.100.15641","Bronze Coin of Trajan, Byzantium, AD 98 - AD 117. 1944.100.15641","1944.100.15641","","98","117","","Trajan","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","Trajan","S -G. 1358","Thrace","","","","","","","Trajan head","","prow","","","6","","6.83","https://numismatics.org/collectionimages/19001949/1944/1944.100.15641.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15641.rev.width175.jpg","2022-08-31T03:04:18Z"
"http://numismatics.org/collection/1944.100.15642","Bronze Coin of Marcus Aurelius, Byzantium, AD 161 - AD 180. 1944.100.15642","1944.100.15642","","161","180","","Marcus Aurelius","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1409","Thrace","","","","","","","M. Aurelius head","","basket-torch, 2","","","7","32.0","17.99","https://numismatics.org/collectionimages/19001949/1944/1944.100.15642.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15642.rev.width175.jpg","2022-08-31T03:04:18Z"
"http://numismatics.org/collection/1944.100.15643","Bronze Coin of Faustina the Younger, Byzantium, AD 146 - AD 176. 1944.100.15643","1944.100.15643","","146","176","","Faustina the Younger","","","Zeus","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1417","Thrace","","","","","","","Faustina II head","","Zeus std. with patera and scepter","","","6","28.0","9.41","https://numismatics.org/collectionimages/19001949/1944/1944.100.15643.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15643.rev.width175.jpg","2022-08-31T03:04:18Z"
"http://numismatics.org/collection/1944.100.15644","Bronze Coin of Faustina the Younger, Byzantium, AD 146 - AD 176. 1944.100.15644","1944.100.15644","","146","176","","Faustina the Younger","","","","","Greek","","","","","","Bronze","Byzantium","Coin","","","","","S -G. 1422","Thrace","","","","","","","Faustina II head","","dolphin flanked by 2 fish","","","10","28.0","10.53","https://numismatics.org/collectionimages/19001949/1944/1944.100.15644.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.15644.rev.width175.jpg","2022-08-31T03:04:18Z"
